make,model,year,mileage,hp,gear,fuel,price
Volkswagen,Tiguan,2019,22511,150,automatic,diesel,31990
Volkswagen,Golf,2019,48705,150,automatic,gasoline,19911
Volkswagen,Golf,2019,16720,150,automatic,gasoline,23490
Volkswagen,Golf Variant,2020,24048,150,automatic,gasoline,24330
Volkswagen,T-Cross,2020,20000,150,automatic,gasoline,26490
Volkswagen,Polo,2018,8071,95,automatic,gasoline,18850
Volkswagen,T-Cross,2018,10,110,automatic,gasoline,34490
Volkswagen,Taigo,2018,0,110,manual,gasoline,24780
Volkswagen,T-Roc Cabriolet,2018,0,150,automatic,gasoline,40690
Volkswagen,Golf,2020,34700,150,automatic,diesel,26829
Volkswagen,Golf,2022,4900,150,manual,gasoline,34990
Volkswagen,Golf Variant,2022,2000,190,automatic,gasoline,44980
Volkswagen,Polo,2021,37209,110,automatic,gasoline,23900
Volkswagen,Golf,2022,19930,150,automatic,diesel,30930
Volkswagen,Golf,2022,24560,150,automatic,diesel,28939
Volkswagen,T-Roc,2021,12217,150,automatic,diesel,32310
Volkswagen,T6 Multivan,2022,7500,150,automatic,diesel,63950
Volkswagen,Golf,2021,6900,110,automatic,gasoline,27498
Volkswagen,T-Roc,2019,9645,150,automatic,gasoline,27340
Volkswagen,Sharan,2019,44580,177,automatic,diesel,37780
Volkswagen,Golf,2019,2700,290,automatic,gasoline,38410
Volkswagen,Touareg,2017,30171,262,automatic,diesel,42980
Volkswagen,Tiguan,2021,27060,122,manual,diesel,33990
Volkswagen,T-Roc,2018,43000,190,automatic,gasoline,27990
Volkswagen,Tiguan,2019,68411,190,automatic,diesel,34991
Volkswagen,Golf Sportsvan,2019,27653,116,manual,gasoline,18980
Volkswagen,Tiguan,2020,21196,230,automatic,gasoline,37359
Volkswagen,ID.3,2020,0,204,automatic,electric,44700
Volkswagen,T-Roc,2020,0,300,automatic,gasoline,58290
Volkswagen,Passat Variant,2017,123671,190,automatic,diesel,21930
Volkswagen,Polo,2021,15354,95,automatic,gasoline,18880
Volkswagen,T-Cross,2021,11055,110,manual,gasoline,24950
Volkswagen,T6 Multivan,2021,0,204,automatic,diesel,91360
Volkswagen,Golf,2020,26894,150,automatic,Hybrid - gasoline,33480
Volkswagen,Tiguan,2021,14700,200,automatic,diesel,47950
Volkswagen,T6 Multivan,2021,9015,150,automatic,diesel,52389
Volkswagen,T-Cross,2022,5000,110,automatic,gasoline,26790
Volkswagen,Golf Sportsvan,2020,85015,116,manual,diesel,20590
Volkswagen,Golf,2022,7950,131,manual,gasoline,26950
Volkswagen,Tiguan,2020,32500,150,automatic,gasoline,30840
Volkswagen,Caddy,2022,7189,114,automatic,gasoline,40976
Volkswagen,Passat Variant,2019,94300,190,automatic,diesel,24680
Volkswagen,Tiguan,2019,0,150,automatic,gasoline,51590
Volkswagen,Touran,2021,21076,150,automatic,diesel,35940
Volkswagen,T-Cross,2020,0,110,manual,gasoline,30279
Volkswagen,Caddy,2020,0,102,manual,diesel,38452
Volkswagen,T-Roc,2022,15000,150,automatic,gasoline,34900
Volkswagen,T-Cross,2022,7970,110,manual,gasoline,23299
Volkswagen,Golf,2018,98150,150,automatic,diesel,21380
Volkswagen,Tiguan,2018,71149,150,automatic,gasoline,27880
Volkswagen,Crafter,2021,30145,140,manual,diesel,45970
Volkswagen,T6 California,2022,10,204,automatic,diesel,98889
Volkswagen,T-Roc,2022,4900,300,automatic,gasoline,49970
Volkswagen,up,2020,23000,60,manual,gasoline,14750
Volkswagen,Golf,2021,34718,131,manual,gasoline,23440
Volkswagen,Tiguan,2019,76599,150,manual,diesel,24750
Volkswagen,T-Roc,2018,51001,116,manual,gasoline,22850
Volkswagen,Passat Variant,2020,20964,150,automatic,diesel,32820
Volkswagen,Arteon,2021,6328,190,automatic,gasoline,40150
Volkswagen,up,2018,22890,60,manual,gasoline,9820
Volkswagen,Tiguan,2021,1500,245,automatic,Hybrid - gasoline,55950
Volkswagen,T-Cross,2021,17560,110,automatic,gasoline,25998
Volkswagen,Golf,2022,10862,131,automatic,gasoline,32480
Volkswagen,T-Cross,2022,23998,110,automatic,gasoline,24660
Volkswagen,Tiguan,2018,107072,179,automatic,gasoline,27690
Volkswagen,T-Roc,2018,36817,116,manual,gasoline,16990
Volkswagen,up,2018,40312,60,manual,gasoline,9450
Volkswagen,T-Roc Cabriolet,2021,21742,150,automatic,gasoline,30880
Volkswagen,Passat Variant,2019,50356,150,manual,diesel,22988
Volkswagen,Golf Variant,2019,60202,116,automatic,diesel,18950
Volkswagen,T-Roc Cabriolet,2019,0,110,manual,gasoline,32480
Volkswagen,Touran,2021,45000,150,manual,gasoline,27430
Volkswagen,Passat Variant,2018,70379,125,manual,gasoline,17950
Volkswagen,Taigo,2022,10,150,automatic,gasoline,29390
Volkswagen,T-Roc,2022,0,150,automatic,gasoline,41770
Volkswagen,Caddy,2022,15,102,manual,diesel,42690
Volkswagen,up,2022,0,65,manual,gasoline,20029
Volkswagen,Golf Variant,2019,38100,116,manual,diesel,18990
Volkswagen,California,2022,0,177,automatic,diesel,114165
Volkswagen,T6 Caravelle,2021,22770,150,manual,diesel,49930
Volkswagen,T-Roc,2021,22205,190,automatic,gasoline,34890
Volkswagen,Amarok,2019,105753,258,automatic,diesel,41980
Volkswagen,Arteon,2021,17847,280,automatic,gasoline,46990
Volkswagen,Sharan,2018,62593,220,automatic,gasoline,31486
Volkswagen,Polo,2018,40466,95,manual,diesel,18930
Volkswagen,Beetle,2017,28043,110,manual,diesel,21930
Volkswagen,Golf,2021,15422,320,automatic,gasoline,55690
Volkswagen,Tiguan,2022,6063,150,automatic,gasoline,37450
Volkswagen,Golf,2022,0,245,automatic,Hybrid - gasoline,42490
Volkswagen,T-Roc,2022,3,150,automatic,gasoline,43305
Volkswagen,Golf,2022,9969,131,manual,gasoline,28380
Volkswagen,Passat Variant,2021,28250,150,automatic,diesel,39250
Volkswagen,Tiguan,2021,0,200,automatic,diesel,65612
Volkswagen,Passat Variant,2021,29149,156,automatic,Hybrid - gasoline,44450
Volkswagen,Passat Variant,2019,82168,150,manual,diesel,21790
Volkswagen,Golf,2019,0,150,automatic,Hybrid - gasoline,49482
Volkswagen,Polo,2019,6221,65,automatic,gasoline,13800
Volkswagen,up,2021,10000,65,manual,gasoline,10490
Volkswagen,Golf,2018,13683,116,manual,gasoline,18290
Volkswagen,Golf,2022,18793,150,automatic,diesel,29850
Volkswagen,T-Cross,2022,20879,110,automatic,gasoline,24660
Volkswagen,Golf,2021,5539,110,manual,gasoline,25020
Volkswagen,Tiguan,2022,31980,150,automatic,diesel,39950
Volkswagen,Polo,2018,39055,95,manual,diesel,17888
Volkswagen,up,2017,8313,60,manual,gasoline,10990
Volkswagen,Touran,2019,42776,150,automatic,gasoline,28991
Volkswagen,Tiguan,2020,64465,150,automatic,diesel,32290
Volkswagen,Golf,2019,28500,184,automatic,diesel,32770
Volkswagen,Crafter,2021,69954,140,manual,diesel,38899
Volkswagen,Golf,2022,7523,110,automatic,gasoline,28445
Volkswagen,T-Cross,2021,15905,110,manual,gasoline,26930
Volkswagen,T-Roc,2022,16,150,manual,gasoline,31900
Volkswagen,T6 Kombi,2022,25055,150,automatic,diesel,46980
Volkswagen,Passat Variant,2018,24328,150,automatic,diesel,26720
Volkswagen,Touran,2020,8200,116,automatic,diesel,30900
Volkswagen,Touran,2022,5696,122,manual,diesel,33491
Volkswagen,Golf,2022,1004,320,automatic,gasoline,46950
Volkswagen,Passat Variant,2022,10,190,automatic,gasoline,62980
Volkswagen,Crafter,2016,35190,109,manual,diesel,24550
Volkswagen,Passat Variant,2019,64900,150,manual,diesel,21280
Volkswagen,Tiguan,2016,70699,150,manual,diesel,20480
Volkswagen,Tiguan,2018,106371,239,automatic,diesel,31990
Volkswagen,up,2022,10,65,manual,gasoline,17950
Volkswagen,Golf Variant,2022,14588,150,manual,gasoline,29795
Volkswagen,Tiguan,2021,8900,150,automatic,diesel,45827
Volkswagen,T-Cross,2021,5,150,automatic,gasoline,28500
Volkswagen,Golf Variant,2021,6706,110,manual,gasoline,26710
Volkswagen,Passat Variant,2017,74857,179,automatic,gasoline,23790
Volkswagen,T-Cross,2022,5629,150,automatic,gasoline,27890
Volkswagen,Golf,2018,82221,86,manual,gasoline,13790
Volkswagen,Tiguan,2017,124000,150,automatic,diesel,24930
Volkswagen,Golf Variant,2021,16760,131,manual,gasoline,29930
Volkswagen,Golf Variant,2021,14299,110,manual,gasoline,24380
Volkswagen,T-Cross,2022,4900,110,automatic,gasoline,29670
Volkswagen,T-Roc,2021,16484,150,manual,gasoline,27930
Volkswagen,Passat Variant,2021,38579,150,automatic,diesel,33860
Volkswagen,Golf Variant,2019,50514,150,manual,diesel,21490
Volkswagen,Polo,2018,37009,80,manual,diesel,15870
Volkswagen,Caddy,2020,0,122,automatic,diesel,38846
Volkswagen,Golf Variant,2018,36466,150,automatic,gasoline,23450
Volkswagen,Polo,2022,50,95,automatic,gasoline,24979
Volkswagen,Golf,2020,22446,300,automatic,gasoline,35290
Volkswagen,T6 California,2019,35758,150,automatic,diesel,66924
Volkswagen,Sharan,2019,65319,150,automatic,gasoline,32890
Volkswagen,Golf Variant,2019,77200,150,automatic,diesel,23990
Volkswagen,Touran,2017,82500,150,automatic,diesel,25570
Volkswagen,Touran,2018,24787,150,automatic,gasoline,26980
Volkswagen,Tiguan,2022,6600,150,automatic,Hybrid - gasoline,53789
Volkswagen,T-Cross,2022,0,95,manual,gasoline,28040
Volkswagen,Tiguan,2021,23563,150,automatic,gasoline,32890
Volkswagen,Tiguan,2019,60562,150,automatic,diesel,29980
Volkswagen,Golf,2016,79040,300,automatic,gasoline,27180
Volkswagen,up,2020,14919,83,automatic,electric,23480
Volkswagen,Golf,2017,68320,86,manual,gasoline,12930
Volkswagen,up,2019,25696,60,manual,gasoline,10550
Volkswagen,T6 Kombi,2021,21868,150,manual,diesel,46490
Volkswagen,Tiguan,2019,14637,150,automatic,gasoline,35390
Volkswagen,Golf,2019,37280,245,automatic,gasoline,27865
Volkswagen,Polo,2020,23482,200,automatic,gasoline,24749
Volkswagen,T6 Multivan,2020,11466,150,manual,diesel,56790
Volkswagen,T-Roc,2022,6005,110,manual,gasoline,25990
Volkswagen,Polo,2021,23117,110,manual,gasoline,20980
Volkswagen,Touran,2022,7382,150,automatic,gasoline,38260
Volkswagen,Golf,2022,25,131,manual,gasoline,29890
Volkswagen,up,2021,4786,83,automatic,electric,22949
Volkswagen,Touran,2019,135735,150,automatic,diesel,26370
Volkswagen,Tiguan,2019,69900,150,automatic,diesel,31730
Volkswagen,Touran,2022,27275,150,automatic,gasoline,34525
Volkswagen,T-Roc,2019,32306,150,automatic,gasoline,26868
Volkswagen,Tiguan,2022,15,150,manual,gasoline,33880
Volkswagen,Golf Variant,2021,11398,131,automatic,gasoline,28890
Volkswagen,T-Cross,2022,5963,110,manual,gasoline,23555
Volkswagen,up,2019,14728,116,manual,gasoline,16840
Volkswagen,Touran,2018,90085,150,manual,diesel,23930
Volkswagen,Passat GTE Variant,2018,81002,156,automatic,Hybrid - gasoline,28990
Volkswagen,Touran,2021,9816,150,automatic,diesel,45980
Volkswagen,T-Cross,2022,16798,110,automatic,gasoline,25950
Volkswagen,up,2019,56490,60,manual,gasoline,10350
Volkswagen,Passat Variant,2020,19900,218,automatic,Hybrid - gasoline,37890
Volkswagen,T-Cross,2020,10,110,automatic,gasoline,24388
Volkswagen,Golf,2020,0,150,automatic,Hybrid - gasoline,49482
Volkswagen,Caddy,2020,10,122,manual,diesel,36840
Volkswagen,T-Roc,2019,28896,150,automatic,gasoline,26490
Volkswagen,T-Cross,2019,45950,95,manual,gasoline,18890
Volkswagen,Tiguan,2021,26400,150,automatic,gasoline,38485
Volkswagen,T-Roc,2021,0,110,manual,gasoline,29937
Volkswagen,T6 Kombi,2017,43321,102,manual,diesel,29900
Volkswagen,Polo,2017,0,95,automatic,gasoline,26690
Volkswagen,Touran,2020,53217,116,automatic,diesel,29930
Volkswagen,Golf Sportsvan,2016,96744,110,manual,gasoline,13990
Volkswagen,Golf,2022,5493,131,automatic,gasoline,30380
Volkswagen,Golf,2018,32504,150,manual,gasoline,20311
Volkswagen,Golf,2022,9170,150,manual,gasoline,28440
Volkswagen,T-Cross,2021,4534,110,automatic,gasoline,25890
Volkswagen,Golf Variant,2020,37650,150,automatic,diesel,24480
Volkswagen,Touareg,2020,17190,286,automatic,diesel,76925
Volkswagen,Touareg,2020,28754,286,automatic,diesel,68220
Volkswagen,T-Roc,2019,24000,150,automatic,gasoline,26680
Volkswagen,T6 Caravelle,2018,56200,150,automatic,diesel,44980
Volkswagen,T-Roc,2022,12000,150,automatic,gasoline,28980
Volkswagen,ID.4,2020,8849,204,automatic,electric,46950
Volkswagen,Golf,2021,11437,300,automatic,gasoline,41980
Volkswagen,Tiguan,2022,13300,200,automatic,diesel,46400
Volkswagen,T-Cross,2021,12990,110,automatic,gasoline,26590
Volkswagen,Touran,2021,20980,150,automatic,diesel,36980
Volkswagen,Golf Variant,2021,39797,110,automatic,gasoline,24990
Volkswagen,T-Cross,2021,15718,110,automatic,gasoline,23890
Volkswagen,Passat Variant,2019,69260,150,manual,diesel,20991
Volkswagen,Passat Variant,2019,90205,190,automatic,diesel,23988
Volkswagen,Touareg,2019,66510,286,automatic,diesel,67890
Volkswagen,Tiguan,2019,53504,150,manual,gasoline,32977
Volkswagen,Golf,2019,40199,290,automatic,gasoline,32880
Volkswagen,Caddy,2021,7788,122,manual,diesel,30950
Volkswagen,T6 California,2022,100,204,automatic,diesel,87890
Volkswagen,Passat Variant,2018,90231,150,automatic,diesel,21550
Volkswagen,Golf,2018,0,150,automatic,Hybrid - gasoline,49762
Volkswagen,Polo,2020,29175,200,automatic,gasoline,21940
Volkswagen,Touareg,2019,61700,231,automatic,diesel,50020
Volkswagen,Amarok,2019,60762,258,automatic,diesel,47490
Volkswagen,Golf,2020,33400,150,manual,gasoline,26280
Volkswagen,T6 Multivan,2019,42600,199,automatic,diesel,53990
Volkswagen,Golf,2022,10945,110,manual,gasoline,25810
Volkswagen,T-Roc,2022,7452,150,automatic,gasoline,34650
Volkswagen,Golf,2021,21682,150,automatic,gasoline,29650
Volkswagen,Golf,2021,0,150,automatic,Hybrid - gasoline,49762
Volkswagen,up,2020,16181,83,automatic,electric,24250
Volkswagen,Golf,2020,13786,131,manual,gasoline,24400
Volkswagen,Golf,2019,31631,245,automatic,gasoline,27780
Volkswagen,Golf,2021,30178,116,manual,diesel,24290
Volkswagen,ID.3,2020,20584,204,automatic,electric,39947
Volkswagen,Caddy,2018,12551,84,manual,gasoline,15931
Volkswagen,Golf,2022,8037,150,manual,gasoline,25811
Volkswagen,Golf Variant,2019,72528,184,automatic,diesel,26990
Volkswagen,Golf,2019,0,245,automatic,Hybrid - gasoline,40690
Volkswagen,Caddy,2021,12925,102,manual,diesel,32450
Volkswagen,Tiguan,2018,97710,150,automatic,diesel,26790
Volkswagen,T6 Multivan,2021,18710,150,automatic,diesel,60790
Volkswagen,Golf Variant,2019,51693,116,automatic,diesel,19822
Volkswagen,T-Roc,2021,2085,150,manual,gasoline,25980
Volkswagen,Tiguan,2021,35245,200,automatic,diesel,43850
Volkswagen,T6 Multivan,2021,12500,150,manual,diesel,49970
Volkswagen,Golf,2019,26124,131,automatic,gasoline,22490
Volkswagen,T-Roc,2019,0,150,automatic,gasoline,41209
Volkswagen,Golf,2022,25276,150,automatic,diesel,29450
Volkswagen,Crafter,2019,126052,140,manual,diesel,29980
Volkswagen,Golf,2021,0,131,automatic,gasoline,39015
Volkswagen,up,2019,47257,60,manual,gasoline,12870
Volkswagen,Touareg,2018,130100,286,automatic,diesel,47777
Volkswagen,Caddy,2018,10,102,manual,diesel,30480
Volkswagen,Golf Sportsvan,2018,71683,131,manual,gasoline,17680
Volkswagen,Touareg,2018,80100,262,automatic,diesel,41440
Volkswagen,T6 California,2021,3308,150,automatic,diesel,86990
Volkswagen,T-Roc,2019,109990,150,automatic,diesel,24830
Volkswagen,T6 Multivan,2021,20394,110,manual,diesel,47980
Volkswagen,Passat Variant,2019,28561,239,automatic,diesel,40290
Volkswagen,Tiguan,2020,23053,230,automatic,gasoline,39570
Volkswagen,T6 Caravelle,2021,12738,150,automatic,diesel,60950
Volkswagen,Polo,2020,8709,200,automatic,gasoline,22422
Volkswagen,Tiguan,2021,8644,150,automatic,diesel,39060
Volkswagen,Golf,2021,11183,200,automatic,diesel,41390
Volkswagen,T-Roc Cabriolet,2021,8641,150,manual,gasoline,33930
Volkswagen,T-Roc,2021,0,150,automatic,gasoline,34680
Volkswagen,Golf,2022,7914,110,automatic,gasoline,28190
Volkswagen,Tiguan,2019,50690,150,manual,diesel,25800
Volkswagen,Golf,2021,22383,200,automatic,diesel,36570
Volkswagen,Golf,2022,6200,150,manual,gasoline,26810
Volkswagen,Passat Variant,2022,0,190,automatic,gasoline,67710
Volkswagen,Tiguan,2022,20000,190,automatic,gasoline,39850
Volkswagen,Arteon,2020,32300,200,automatic,diesel,42300
Volkswagen,Touran,2019,58063,116,manual,diesel,22330
Volkswagen,T-Cross,2022,7976,110,manual,gasoline,24555
Volkswagen,Golf Variant,2018,80340,116,automatic,diesel,16648
Volkswagen,Tiguan,2020,19890,150,automatic,diesel,36820
Volkswagen,Polo,2019,27247,80,manual,gasoline,16789
Volkswagen,T-Cross,2019,18100,116,automatic,gasoline,24850
Volkswagen,Caddy,2021,11826,102,manual,diesel,27460
Volkswagen,Passat Variant,2018,76885,150,automatic,diesel,26930
Volkswagen,Golf,2018,0,150,automatic,Hybrid - gasoline,37990
Volkswagen,Golf,2020,19759,150,automatic,gasoline,32390
Volkswagen,Golf,2022,7481,110,automatic,gasoline,29450
Volkswagen,Taigo,2022,4900,110,automatic,gasoline,29490
Volkswagen,T-Roc,2021,47493,110,manual,gasoline,24948
Volkswagen,up,2019,54844,75,manual,gasoline,12490
Volkswagen,T-Roc,2021,15113,150,manual,gasoline,25511
Volkswagen,Taigo,2021,0,110,manual,gasoline,31395
Volkswagen,Polo,2018,53183,95,manual,diesel,15700
Volkswagen,Touran,2020,29200,122,manual,diesel,29888
Volkswagen,Crafter,2022,300,140,manual,diesel,47690
Volkswagen,Tiguan,2021,20642,230,automatic,gasoline,44890
Volkswagen,Golf,2019,24418,245,automatic,gasoline,29480
Volkswagen,Golf Variant,2021,8107,150,manual,gasoline,29880
Volkswagen,Caddy,2021,0,122,manual,diesel,29690
Volkswagen,Tiguan,2022,1,200,automatic,diesel,53990
Volkswagen,Golf,2021,17022,116,manual,diesel,22390
Volkswagen,Passat Variant,2018,71350,125,manual,gasoline,21400
Volkswagen,Polo,2020,20441,200,automatic,gasoline,21970
Volkswagen,Crafter,2020,0,102,manual,diesel,40592
Volkswagen,T-Roc,2020,0,110,manual,gasoline,30722
Volkswagen,Polo,2022,50,95,automatic,gasoline,24479
Volkswagen,Golf,2022,7863,200,automatic,diesel,43760
Volkswagen,Passat Variant,2019,94965,150,automatic,diesel,25490
Volkswagen,Golf,2019,18371,245,automatic,gasoline,30990
Volkswagen,Passat Variant,2019,84378,150,manual,diesel,26930
Volkswagen,T-Roc,2021,3800,150,manual,gasoline,28820
Volkswagen,Polo,2021,0,80,manual,gasoline,19275
Volkswagen,T7 Multivan,2021,0,150,automatic,diesel,61980
Volkswagen,Golf,2022,5952,131,manual,gasoline,27380
Volkswagen,T-Cross,2019,21820,116,automatic,gasoline,23470
Volkswagen,Tiguan,2020,25534,190,automatic,diesel,36988
Volkswagen,T-Cross,2021,8149,110,manual,gasoline,23200
Volkswagen,Tiguan,2021,11971,245,automatic,gasoline,53930
Volkswagen,T-Cross,2021,7037,110,manual,gasoline,22620
Volkswagen,Passat Variant,2019,52129,239,automatic,diesel,38444
Volkswagen,T-Roc,2019,0,150,automatic,gasoline,41770
Volkswagen,Touran,2021,22500,150,manual,gasoline,34930
Volkswagen,Golf,2022,9190,116,automatic,diesel,29890
Volkswagen,Touran,2022,30440,150,automatic,gasoline,31950
Volkswagen,Tiguan,2021,15343,150,automatic,gasoline,37380
Volkswagen,T-Cross,2021,0,110,manual,gasoline,29979
Volkswagen,Golf,2017,90900,150,manual,diesel,18440
Volkswagen,Golf,2017,0,245,automatic,Hybrid - gasoline,40950
Volkswagen,Golf,2022,16216,150,automatic,diesel,28895
Volkswagen,Golf Sportsvan,2018,49278,110,manual,gasoline,17390
Volkswagen,T-Roc,2019,67066,150,automatic,gasoline,25490
Volkswagen,Crafter,2021,34335,177,manual,diesel,44960
Volkswagen,T-Roc,2022,15600,150,automatic,gasoline,30990
Volkswagen,T-Roc,2021,10529,150,automatic,gasoline,33595
Volkswagen,T6 Kombi,2021,24348,150,automatic,diesel,48990
Volkswagen,Crafter,2021,10,140,manual,diesel,44988
Volkswagen,Caddy,2022,1610,122,manual,diesel,34747
Volkswagen,T-Roc,2021,6749,150,automatic,gasoline,31960
Volkswagen,Polo,2018,52072,116,manual,gasoline,16570
Volkswagen,Golf Variant,2018,0,320,automatic,gasoline,56480
Volkswagen,T6,2021,12083,150,automatic,diesel,74380
Volkswagen,Tiguan,2022,19800,150,automatic,gasoline,37870
Volkswagen,T-Roc Cabriolet,2022,0,150,automatic,gasoline,41480
Volkswagen,Passat Variant,2021,12941,150,automatic,diesel,31350
Volkswagen,T-Roc,2022,7000,150,automatic,diesel,34880
Volkswagen,Golf,2021,20700,300,automatic,gasoline,40770
Volkswagen,Golf Variant,2018,56623,150,automatic,gasoline,24380
Volkswagen,Touran,2022,8500,150,manual,gasoline,31880
Volkswagen,Touran,2017,81044,150,manual,diesel,24450
Volkswagen,T-Roc,2022,10398,150,automatic,gasoline,31950
Volkswagen,Amarok,2019,49499,204,manual,diesel,49985
Volkswagen,Golf,2019,0,200,automatic,diesel,48775
Volkswagen,T-Cross,2019,0,150,automatic,gasoline,35500
Volkswagen,Golf Variant,2021,31611,150,automatic,diesel,29920
Volkswagen,Tiguan,2019,63066,190,automatic,gasoline,36270
Volkswagen,Tiguan,2018,48995,150,manual,gasoline,22989
Volkswagen,T6 Multivan,2019,8376,150,manual,diesel,43992
Volkswagen,Passat Alltrack,2020,16920,190,automatic,diesel,35922
Volkswagen,Tiguan,2020,10400,150,automatic,gasoline,37980
Volkswagen,Golf Variant,2020,15104,131,manual,gasoline,21460
Volkswagen,ID.4,2020,16710,204,automatic,electric,51840
Volkswagen,Golf Variant,2022,3440,110,automatic,gasoline,29980
Volkswagen,T-Roc Cabriolet,2021,4000,150,automatic,gasoline,33950
Volkswagen,T-Roc Cabriolet,2021,0,110,manual,gasoline,35890
Volkswagen,Arteon,2022,3613,190,automatic,gasoline,42990
Volkswagen,T-Cross,2022,0,95,manual,gasoline,25920
Volkswagen,T-Roc,2021,15081,150,manual,gasoline,27850
Volkswagen,Golf Variant,2022,9990,190,automatic,gasoline,41990
Volkswagen,T-Roc,2022,0,150,automatic,gasoline,39469
Volkswagen,Passat Variant,2021,15949,150,automatic,gasoline,32990
Volkswagen,T-Cross,2021,0,110,automatic,gasoline,32805
Volkswagen,up,2021,11549,65,manual,gasoline,15400
Volkswagen,Touran,2017,67805,150,automatic,gasoline,25490
Volkswagen,T-Roc,2019,20440,150,automatic,gasoline,27290
Volkswagen,T-Cross,2021,7439,110,manual,gasoline,24990
Volkswagen,T-Cross,2021,5940,110,automatic,gasoline,25930
Volkswagen,Passat Variant,2017,44303,156,automatic,Hybrid - gasoline,31980
Volkswagen,Passat Variant,2017,80351,190,automatic,diesel,30330
Volkswagen,Tiguan,2017,64500,150,automatic,diesel,32390
Volkswagen,Tiguan,2021,6890,131,manual,gasoline,30980
Volkswagen,Beetle,2018,69300,105,manual,gasoline,21930
Volkswagen,Touran,2021,17854,150,automatic,gasoline,32990
Volkswagen,up,2021,0,65,manual,gasoline,17180
Volkswagen,California,2022,438,177,automatic,diesel,74979
Volkswagen,T-Roc,2019,32375,150,automatic,gasoline,27290
Volkswagen,Passat Variant,2019,28492,150,manual,diesel,26830
Volkswagen,Golf,2022,9687,116,manual,diesel,26480
Volkswagen,Golf,2021,11300,200,automatic,diesel,38950
Volkswagen,Caddy,2021,21518,75,manual,diesel,40990
Volkswagen,Caddy,2022,10,102,manual,diesel,30670
Volkswagen,Golf,2022,10824,110,automatic,gasoline,26930
Volkswagen,Caddy,2018,94740,102,manual,gasoline,17489
Volkswagen,Golf,2021,18752,150,automatic,gasoline,31450
Volkswagen,Passat Variant,2019,66652,120,automatic,diesel,22177
Volkswagen,T6,2022,1200,90,manual,diesel,39980
Volkswagen,T-Cross,2022,0,95,automatic,gasoline,25430
Volkswagen,Golf,2018,38440,116,manual,diesel,18410
Volkswagen,Polo,2020,16774,200,automatic,gasoline,21490
Volkswagen,T6 Caravelle,2021,9779,150,automatic,diesel,52970
Volkswagen,Polo,2020,26664,200,automatic,gasoline,23680
Volkswagen,T-Cross,2021,37718,95,manual,gasoline,19826
Volkswagen,T-Roc,2021,6383,150,manual,gasoline,28880
Volkswagen,T6 California,2022,25,204,automatic,diesel,89490
Volkswagen,T-Roc,2022,41,150,automatic,gasoline,41695
Volkswagen,Tiguan,2018,58880,150,automatic,diesel,31590
Volkswagen,Golf,2021,33486,116,manual,diesel,25390
Volkswagen,Tiguan,2022,15588,150,automatic,gasoline,36366
Volkswagen,Golf Sportsvan,2019,35956,150,automatic,gasoline,22080
Volkswagen,Golf,2019,36100,150,automatic,diesel,29790
Volkswagen,T6,2019,0,110,manual,diesel,40690
Volkswagen,Golf,2019,0,131,manual,gasoline,38290
Volkswagen,Tiguan,2022,125,150,automatic,gasoline,40750
Volkswagen,Tiguan,2021,5357,150,manual,gasoline,34430
Volkswagen,T-Cross,2021,0,95,manual,gasoline,21063
Volkswagen,Touareg,2019,93179,286,automatic,diesel,61930
Volkswagen,Passat Variant,2018,72200,150,automatic,gasoline,24280
Volkswagen,Tiguan,2020,9822,150,automatic,gasoline,32970
Volkswagen,Passat Variant,2020,22546,156,automatic,Hybrid - gasoline,39780
Volkswagen,T6,2020,50,150,manual,diesel,44690
Volkswagen,T6 Multivan,2017,70699,150,automatic,diesel,38900
Volkswagen,Taigo,2017,0,110,manual,gasoline,27680
Volkswagen,T-Roc,2021,20250,150,manual,gasoline,33490
Volkswagen,Polo,2022,3000,110,automatic,gasoline,33890
Volkswagen,T6 California,2020,0,150,automatic,diesel,94769
Volkswagen,Passat Variant,2020,69188,218,automatic,Hybrid - gasoline,37720
Volkswagen,T-Cross,2020,12693,95,manual,gasoline,20870
Volkswagen,Golf Variant,2021,13960,150,automatic,gasoline,36990
Volkswagen,Crafter,2017,0,102,manual,diesel,50947
Volkswagen,up,2018,14231,75,manual,gasoline,11480
Volkswagen,Tiguan,2018,89570,150,automatic,diesel,32290
Volkswagen,Tiguan,2021,24820,150,automatic,diesel,33980
Volkswagen,T6 Caravelle,2016,30078,102,manual,diesel,31888
Volkswagen,Golf,2016,0,200,automatic,diesel,43829
Volkswagen,T-Cross,2021,45781,110,manual,gasoline,23998
Volkswagen,Polo,2019,36475,95,automatic,diesel,15960
Volkswagen,Golf,2019,27856,116,manual,diesel,18979
Volkswagen,Golf,2021,6636,116,automatic,diesel,27860
Volkswagen,Touran,2022,19680,150,automatic,gasoline,33925
Volkswagen,Crafter,2022,0,140,manual,diesel,51800
Volkswagen,Tiguan,2022,50,150,automatic,Hybrid - gasoline,58767
Volkswagen,T-Roc,2021,4947,116,manual,diesel,33530
Volkswagen,T-Roc,2021,10350,150,automatic,gasoline,30879
Volkswagen,T6,2018,92365,150,manual,gasoline,24900
Volkswagen,Golf Variant,2022,1,131,automatic,gasoline,40080
Volkswagen,Golf,2020,10300,131,manual,gasoline,24950
Volkswagen,Golf,2022,6771,110,manual,gasoline,26976
Volkswagen,Tiguan,2020,27024,190,automatic,gasoline,38470
