make,model,year,mileage,hp,gear,fuel,price
Volkswagen,Polo,2019,13606,80,manual,diesel,14340
Volkswagen,T7 Multivan,2019,15,150,automatic,Hybrid - gasoline,74440
Volkswagen,ID.3,2021,6500,145,automatic,electric,40780
Volkswagen,Touareg,2022,8750,286,manual,gasoline,95990
Volkswagen,Passat Variant,2020,94220,150,automatic,diesel,29930
Volkswagen,Tiguan,2020,13474,190,automatic,gasoline,34740
Volkswagen,T-Roc,2020,0,150,automatic,diesel,47990
Volkswagen,Golf Variant,2015,85800,125,manual,gasoline,15836
Volkswagen,Tiguan,2017,62600,116,manual,diesel,21635
Volkswagen,Tiguan,2022,4999,200,automatic,diesel,56970
Volkswagen,Touran,2020,34992,150,automatic,gasoline,34550
Volkswagen,Touran,2020,23700,150,manual,gasoline,31295
Volkswagen,Passat Variant,2019,69394,150,automatic,diesel,25690
Volkswagen,Tiguan,2020,19500,150,automatic,gasoline,30780
Volkswagen,Polo,2018,27821,95,manual,gasoline,16490
Volkswagen,Polo,2019,10569,116,automatic,gasoline,19540
Volkswagen,T-Roc,2021,25500,116,manual,diesel,24888
Volkswagen,Golf Variant,2022,9980,150,automatic,gasoline,37480
Volkswagen,California,2022,4850,177,automatic,diesel,92990
Volkswagen,Tiguan,2019,63134,230,automatic,gasoline,38090
Volkswagen,Polo,2019,0,95,automatic,gasoline,27790
Volkswagen,Tiguan,2020,18849,190,automatic,diesel,39930
Volkswagen,Golf,2019,35800,290,automatic,gasoline,33890
Volkswagen,Polo,2019,0,207,automatic,gasoline,36327
Volkswagen,Caddy,2022,500,122,automatic,diesel,38770
Volkswagen,T-Roc,2021,9467,150,automatic,diesel,37650
Volkswagen,Passat Variant,2020,45380,190,automatic,diesel,35230
Volkswagen,Beetle,2018,63853,150,manual,gasoline,23930
Volkswagen,T-Cross,2018,10,110,manual,gasoline,32180
Volkswagen,Taigo,2018,10,150,automatic,gasoline,40180
Volkswagen,T-Roc,2018,39868,116,manual,gasoline,18990
Volkswagen,Passat Variant,2020,12656,156,automatic,Hybrid - gasoline,45521
Volkswagen,Caddy,2017,51750,125,manual,gasoline,20880
Volkswagen,Golf,2022,14250,200,automatic,diesel,43999
Volkswagen,Golf,2019,54670,131,automatic,gasoline,20980
Volkswagen,Tiguan,2022,26000,190,automatic,gasoline,40450
Volkswagen,up,2021,8934,83,automatic,electric,22950
Volkswagen,Beetle,2018,58150,220,automatic,gasoline,35524
Volkswagen,Golf,2015,61400,230,automatic,gasoline,22950
Volkswagen,T6 California,2018,0,150,automatic,diesel,85990
Volkswagen,Tiguan,2020,34938,190,automatic,diesel,35740
Volkswagen,Tiguan,2019,52520,190,automatic,diesel,34900
Volkswagen,Golf,2019,40300,136,automatic,electric,29930
Volkswagen,T6 Multivan,2020,28110,199,automatic,diesel,66890
Volkswagen,Caddy,2019,11745,75,manual,diesel,22990
Volkswagen,Golf,2019,47140,290,automatic,gasoline,32750
Volkswagen,Golf,2019,57291,290,automatic,gasoline,30950
Volkswagen,Golf,2022,7809,131,automatic,gasoline,33780
Volkswagen,Polo,2018,24673,116,automatic,gasoline,18590
Volkswagen,Tiguan,2019,69238,190,automatic,gasoline,33440
Volkswagen,Passat Variant,2019,101759,150,automatic,diesel,23330
Volkswagen,Golf,2022,23243,150,automatic,diesel,29850
Volkswagen,Passat Variant,2022,15900,150,automatic,diesel,39880
Volkswagen,Tiguan,2021,16815,200,automatic,diesel,43911
Volkswagen,T-Roc,2019,87427,116,manual,diesel,18410
Volkswagen,Touareg,2019,0,286,automatic,diesel,116690
Volkswagen,Tiguan,2020,35110,150,manual,diesel,27510
Volkswagen,Golf,2018,98971,310,automatic,gasoline,30800
Volkswagen,T-Roc,2020,43300,150,automatic,gasoline,28380
Volkswagen,T-Roc,2021,13100,150,automatic,diesel,33990
Volkswagen,Golf,2018,50000,125,manual,gasoline,18450
Volkswagen,T-Roc,2020,7900,300,automatic,gasoline,39970
Volkswagen,Polo,2022,150,95,manual,gasoline,22980
Volkswagen,Touran,2021,22400,150,automatic,diesel,35333
Volkswagen,Tiguan,2017,107657,179,automatic,gasoline,26990
Volkswagen,Passat Variant,2020,12284,150,automatic,diesel,32380
Volkswagen,T6 Multivan,2018,0,204,automatic,diesel,86741
Volkswagen,Tiguan,2018,0,150,automatic,diesel,56845
Volkswagen,Polo,2018,53008,95,automatic,gasoline,16250
Volkswagen,Golf Variant,2020,5945,150,automatic,gasoline,27330
Volkswagen,Golf,2021,11152,131,manual,gasoline,25980
Volkswagen,T6 California,2022,10,150,automatic,diesel,77395
Volkswagen,Passat Variant,2021,22072,150,automatic,gasoline,30980
Volkswagen,Golf Variant,2021,31100,110,automatic,Hybrid - gasoline,24420
Volkswagen,Golf,2018,64281,150,manual,gasoline,21900
Volkswagen,Polo,2018,0,95,automatic,gasoline,28235
Volkswagen,Golf,2021,3941,110,manual,gasoline,25980
Volkswagen,Tiguan,2022,9900,131,manual,gasoline,32700
Volkswagen,T7 Multivan,2022,0,150,automatic,Hybrid - gasoline,66935
Volkswagen,Passat Variant,2016,96715,150,manual,diesel,18429
Volkswagen,Touareg,2018,86793,286,automatic,diesel,57899
Volkswagen,Touareg,2021,52327,286,automatic,diesel,69450
Volkswagen,Golf Variant,2019,48015,116,manual,gasoline,19960
Volkswagen,Touran,2021,41900,150,manual,gasoline,27430
Volkswagen,Golf Variant,2021,20633,150,automatic,gasoline,32587
Volkswagen,Golf Variant,2020,9209,150,automatic,gasoline,26970
Volkswagen,T-Cross,2022,21869,110,manual,gasoline,24990
Volkswagen,Caddy,2020,33487,122,manual,diesel,30460
Volkswagen,Golf,2022,6,320,automatic,gasoline,60490
Volkswagen,T6 California,2021,22456,150,automatic,diesel,85890
Volkswagen,Passat Variant,2021,29400,150,manual,gasoline,28730
Volkswagen,Passat Variant,2019,85600,150,automatic,diesel,25480
Volkswagen,T6 Caravelle,2019,44243,102,manual,diesel,33970
Volkswagen,T-Roc,2021,6319,110,manual,gasoline,23478
Volkswagen,Golf,2018,69912,184,automatic,diesel,24340
Volkswagen,Polo,2018,0,207,automatic,gasoline,35830
Volkswagen,Golf,2022,26855,200,automatic,diesel,40450
Volkswagen,Taigo,2022,9216,110,automatic,gasoline,29470
Volkswagen,up,2018,42625,60,manual,gasoline,10990
Volkswagen,Golf Variant,2020,28184,116,manual,gasoline,20010
Volkswagen,Golf,2020,0,200,automatic,diesel,48775
Volkswagen,Golf,2019,27448,290,automatic,gasoline,36600
Volkswagen,Touran,2018,81040,150,automatic,gasoline,28390
Volkswagen,Golf Sportsvan,2017,52400,110,manual,gasoline,15795
Volkswagen,Sharan,2019,72802,177,automatic,diesel,34980
Volkswagen,Golf Variant,2018,82900,150,manual,diesel,18950
Volkswagen,Polo,2018,27040,116,automatic,gasoline,18480
Volkswagen,Tiguan,2022,33800,200,automatic,diesel,46790
Volkswagen,Taigo,2022,5539,110,manual,gasoline,26888
Volkswagen,Golf Variant,2018,51548,116,manual,diesel,15867
Volkswagen,Tiguan,2016,41259,179,automatic,gasoline,27950
Volkswagen,Polo,2022,8460,95,automatic,gasoline,23450
Volkswagen,Touran,2018,64100,179,automatic,gasoline,33990
Volkswagen,Touran,2018,68104,116,automatic,diesel,24230
Volkswagen,Golf,2019,27796,150,automatic,gasoline,21010
Volkswagen,T6 Multivan,2020,47500,150,manual,diesel,41950
Volkswagen,CC,2018,26224,184,automatic,diesel,22950
Volkswagen,T7 Multivan,2018,15,150,automatic,Hybrid - gasoline,74440
Volkswagen,Tiguan,2014,75678,122,manual,gasoline,16750
Volkswagen,T6 Multivan,2018,111325,204,automatic,diesel,43570
Volkswagen,Golf,2022,5832,110,automatic,gasoline,32850
Volkswagen,T-Roc Cabriolet,2022,0,150,automatic,gasoline,46980
Volkswagen,Polo,2021,14530,80,manual,gasoline,17490
Volkswagen,T6 Multivan,2021,22428,204,automatic,diesel,83950
Volkswagen,Arteon,2022,4896,200,automatic,diesel,62490
Volkswagen,Crafter,2021,125,140,manual,diesel,48250
Volkswagen,Caddy,2019,62285,102,manual,gasoline,18930
Volkswagen,Golf,2019,69506,184,automatic,diesel,25888
Volkswagen,Passat Variant,2021,13980,150,automatic,gasoline,35977
Volkswagen,up,2019,32129,60,manual,gasoline,11630
Volkswagen,Polo,2018,71062,80,manual,diesel,14070
Volkswagen,T6 Caravelle,2021,21748,150,automatic,diesel,47490
Volkswagen,Caddy,2018,16895,84,manual,gasoline,15530
Volkswagen,Crafter,2021,16992,177,manual,diesel,48980
Volkswagen,Arteon,2022,7857,150,automatic,diesel,45930
Volkswagen,Caddy,2019,57471,102,manual,diesel,18900
Volkswagen,Arteon,2018,81580,190,automatic,gasoline,28990
Volkswagen,Passat Variant,2015,95394,150,manual,gasoline,17950
Volkswagen,California,2015,0,114,automatic,gasoline,47490
Volkswagen,Golf,2018,75622,116,manual,diesel,16490
Volkswagen,Touran,2022,20482,150,automatic,diesel,33920
Volkswagen,T6 Multivan,2022,0,204,automatic,diesel,84990
Volkswagen,Caddy,2019,104231,75,manual,diesel,15850
Volkswagen,Golf Variant,2020,7812,116,manual,gasoline,20590
Volkswagen,T-Cross,2022,7780,110,manual,gasoline,25440
Volkswagen,T6 California,2020,19334,150,automatic,diesel,69850
Volkswagen,T6 Kombi,2022,15,150,automatic,diesel,49896
Volkswagen,Golf,2022,2000,245,automatic,gasoline,41690
Volkswagen,T-Cross,2021,11984,110,automatic,gasoline,24890
Volkswagen,Golf Variant,2017,83800,110,manual,gasoline,14880
Volkswagen,Golf Variant,2021,16573,150,automatic,diesel,33230
Volkswagen,Tiguan,2019,61373,239,automatic,diesel,39870
Volkswagen,Tiguan,2021,46108,150,automatic,diesel,36790
Volkswagen,Tiguan,2019,62559,150,automatic,gasoline,28890
Volkswagen,Polo,2020,19852,200,automatic,gasoline,22490
Volkswagen,Golf Variant,2017,98569,110,manual,diesel,15680
Volkswagen,T-Roc,2021,9500,150,manual,gasoline,26945
Volkswagen,Passat Variant,2020,33637,190,automatic,diesel,38500
Volkswagen,Golf Sportsvan,2018,32203,110,manual,gasoline,19180
Volkswagen,T-Roc,2022,4810,150,manual,gasoline,29970
Volkswagen,T-Cross,2021,5222,110,manual,gasoline,26870
Volkswagen,Golf,2021,17833,204,automatic,Hybrid - gasoline,34990
Volkswagen,Caddy,2021,9762,122,manual,diesel,29500
Volkswagen,up,2021,12495,116,manual,gasoline,19249
Volkswagen,T-Roc,2022,5757,150,automatic,gasoline,36480
Volkswagen,Golf,2018,40288,86,manual,gasoline,16880
Volkswagen,T-Cross,2021,2138,110,manual,gasoline,25930
Volkswagen,T-Roc,2021,10218,150,manual,gasoline,26990
Volkswagen,Tiguan,2021,12,190,automatic,gasoline,58888
Volkswagen,Passat,2021,7,218,automatic,Hybrid - gasoline,56021
Volkswagen,T-Cross,2021,0,110,manual,gasoline,30365
Volkswagen,Golf,2019,55502,116,manual,diesel,18700
Volkswagen,Golf Variant,2019,114832,184,automatic,diesel,23890
Volkswagen,Polo,2021,12000,95,automatic,gasoline,20980
Volkswagen,T6 California,2021,25708,150,automatic,diesel,84890
Volkswagen,T6,2021,0,150,manual,diesel,45181
Volkswagen,Passat Variant,2021,13550,156,automatic,Hybrid - gasoline,49770
Volkswagen,T6 California,2021,0,204,automatic,diesel,104390
Volkswagen,Touareg,2020,46458,421,automatic,diesel,79850
Volkswagen,Tiguan,2022,2852,150,manual,gasoline,32940
Volkswagen,Tiguan,2022,21952,150,automatic,gasoline,33430
Volkswagen,Golf Variant,2019,72980,116,manual,diesel,17633
Volkswagen,Polo,2018,93767,116,automatic,gasoline,19930
Volkswagen,Touran,2021,31000,150,manual,gasoline,28430
Volkswagen,Passat Variant,2020,24206,190,automatic,diesel,35530
Volkswagen,Caddy,2020,0,102,manual,diesel,32980
Volkswagen,T-Roc Cabriolet,2022,13834,110,manual,gasoline,27400
Volkswagen,Polo,2022,2376,110,automatic,gasoline,25980
Volkswagen,Tiguan,2022,16325,245,automatic,Hybrid - gasoline,55911
Volkswagen,T6 California,2022,0,150,automatic,diesel,94890
Volkswagen,T-Roc,2022,19294,150,automatic,diesel,36890
Volkswagen,Golf,2020,53408,290,automatic,gasoline,39930
Volkswagen,Golf,2019,24557,290,automatic,gasoline,34880
Volkswagen,Touareg,2019,93451,340,automatic,gasoline,65020
Volkswagen,Caddy,2018,26718,75,manual,diesel,15931
Volkswagen,T6,2018,0,110,manual,diesel,44980
Volkswagen,T6 Caravelle,2021,22131,150,automatic,diesel,48980
Volkswagen,Polo,2021,0,95,manual,gasoline,26900
Volkswagen,Golf,2020,33400,150,manual,gasoline,25880
Volkswagen,Golf Variant,2020,3364,150,automatic,gasoline,25450
Volkswagen,Polo,2019,37941,200,automatic,gasoline,21880
Volkswagen,Golf,2019,5,131,manual,gasoline,27500
Volkswagen,Golf Variant,2018,89150,150,manual,diesel,17990
Volkswagen,Golf Variant,2019,90723,116,manual,gasoline,17922
Volkswagen,T6 Multivan,2021,23209,150,automatic,diesel,58880
Volkswagen,Polo,2020,12553,200,automatic,gasoline,22850
Volkswagen,Golf,2020,60810,116,automatic,gasoline,18950
Volkswagen,Passat Variant,2021,9900,122,automatic,diesel,36890
Volkswagen,Golf,2019,27527,245,automatic,gasoline,25930
Volkswagen,Golf Variant,2021,15520,110,manual,gasoline,28790
Volkswagen,Golf,2017,108708,110,manual,gasoline,14680
Volkswagen,Touareg,2020,42615,286,automatic,diesel,69980
Volkswagen,Golf,2021,5500,300,automatic,gasoline,45900
Volkswagen,Golf,2018,27435,116,manual,gasoline,18400
Volkswagen,Golf Variant,2020,7859,116,manual,gasoline,18760
Volkswagen,Tiguan,2018,45000,150,manual,gasoline,25890
Volkswagen,Tiguan,2019,37129,150,automatic,gasoline,29990
Volkswagen,Golf,2019,0,190,automatic,gasoline,38809
Volkswagen,Tiguan,2019,37526,190,automatic,gasoline,32930
Volkswagen,T6 Caravelle,2021,30169,150,manual,diesel,47960
Volkswagen,Tiguan,2019,37825,150,automatic,gasoline,29990
Volkswagen,Golf,2019,0,150,manual,Hybrid - gasoline,37990
Volkswagen,T-Cross,2022,10000,95,manual,gasoline,23690
Volkswagen,Tiguan,2022,8,150,automatic,gasoline,45560
Volkswagen,Passat Variant,2019,63700,120,automatic,diesel,21990
Volkswagen,Sharan,2019,75400,150,manual,gasoline,29900
Volkswagen,T6,2019,50,150,manual,diesel,44690
Volkswagen,Sharan,2022,100,150,automatic,gasoline,47950
Volkswagen,T6,2017,32109,150,manual,diesel,29980
Volkswagen,Caddy,2017,15,102,manual,diesel,38890
Volkswagen,Golf Sportsvan,2018,10040,131,automatic,gasoline,21990
Volkswagen,Golf,2018,25800,125,manual,gasoline,18930
Volkswagen,Tiguan,2022,20100,200,automatic,diesel,46950
Volkswagen,Touareg,2019,96654,286,automatic,diesel,59990
Volkswagen,Golf Variant,2021,45477,150,automatic,diesel,30180
Volkswagen,Golf,2021,0,150,automatic,diesel,48205
Volkswagen,Passat Alltrack,2020,31269,190,automatic,diesel,38930
Volkswagen,Tiguan,2020,38526,190,automatic,diesel,36777
Volkswagen,Golf Variant,2019,47530,184,automatic,diesel,30790
Volkswagen,Tiguan,2019,40983,150,automatic,diesel,34430
Volkswagen,Polo,2018,62950,116,automatic,gasoline,18110
Volkswagen,Passat Alltrack,2018,88410,190,automatic,diesel,27440
Volkswagen,Crafter,2022,1200,140,manual,diesel,46980
Volkswagen,T-Cross,2022,0,150,automatic,gasoline,37508
Volkswagen,Golf,2022,0,245,automatic,gasoline,44900
Volkswagen,T6 California,2019,69761,199,automatic,diesel,61899
Volkswagen,Golf Sportsvan,2018,80650,116,manual,gasoline,17610
Volkswagen,Polo,2022,4910,110,manual,gasoline,27870
Volkswagen,Polo,2018,0,80,manual,gasoline,19590
Volkswagen,Golf,2022,7900,150,manual,gasoline,27685
Volkswagen,Golf,2021,8950,150,manual,gasoline,27830
Volkswagen,Touran,2018,37887,150,manual,gasoline,24490
Volkswagen,Polo,2018,44400,95,manual,gasoline,16933
Volkswagen,Tiguan,2021,0,320,automatic,gasoline,64989
Volkswagen,Golf,2020,27507,290,automatic,gasoline,34190
Volkswagen,Tiguan,2019,95429,239,automatic,diesel,36600
Volkswagen,Golf Variant,2018,41678,110,manual,gasoline,18120
Volkswagen,T-Roc,2018,0,150,automatic,gasoline,41770
Volkswagen,T-Roc Cabriolet,2018,0,150,automatic,gasoline,46519
Volkswagen,Tiguan,2019,19133,190,automatic,diesel,40730
Volkswagen,Caddy,2021,10501,122,automatic,diesel,37990
Volkswagen,Polo,2022,4900,95,manual,gasoline,21970
Volkswagen,Passat Variant,2021,9670,200,automatic,diesel,46430
Volkswagen,T-Roc,2021,0,110,manual,gasoline,29277
Volkswagen,Tiguan,2021,10950,150,manual,gasoline,34930
Volkswagen,Golf,2022,10744,245,manual,gasoline,39330
Volkswagen,ID.3,2020,15782,204,automatic,electric,38777
Volkswagen,Tiguan,2022,8478,150,automatic,diesel,42930
Volkswagen,Golf,2021,15980,116,manual,diesel,24980
Volkswagen,Arteon,2022,4500,190,manual,gasoline,64150
Volkswagen,T-Roc,2022,0,150,automatic,gasoline,41610
Volkswagen,Tiguan,2022,9900,200,automatic,diesel,59990
Volkswagen,Golf,2019,43354,245,automatic,gasoline,25490
Volkswagen,T-Roc,2021,17250,116,manual,diesel,25980
Volkswagen,Polo,2019,13901,65,manual,gasoline,14980
Volkswagen,Golf,2022,0,150,automatic,diesel,48205
Volkswagen,Polo,2018,52500,95,manual,gasoline,16085
Volkswagen,T-Cross,2022,15460,110,manual,gasoline,24980
Volkswagen,Golf,2020,9082,245,automatic,Hybrid - gasoline,33950
Volkswagen,Tiguan,2019,85500,150,manual,diesel,24490
Volkswagen,Tiguan,2020,63400,190,automatic,gasoline,39498
Volkswagen,Caddy,2020,15,102,manual,diesel,31980
Volkswagen,Golf Sportsvan,2015,39900,110,automatic,gasoline,14990
Volkswagen,up,2020,26352,60,manual,gasoline,12450
Volkswagen,Tiguan,2022,26600,190,automatic,gasoline,39450
Volkswagen,Golf,2020,49494,245,automatic,Hybrid - gasoline,32880
Volkswagen,Tiguan,2018,82590,150,manual,diesel,23890
Volkswagen,Golf,2021,38721,110,automatic,gasoline,25480
Volkswagen,Golf Variant,2021,8329,150,automatic,gasoline,29890
Volkswagen,Crafter,2022,50,177,automatic,diesel,65438
Volkswagen,T-Roc,2019,41119,150,manual,gasoline,22489
Volkswagen,T-Roc,2021,22116,110,manual,gasoline,24380
Volkswagen,Tiguan,2021,7356,150,automatic,gasoline,35925
Volkswagen,T6 Multivan,2021,7447,110,manual,diesel,48940
Volkswagen,Golf Variant,2022,4850,320,automatic,gasoline,59990
Volkswagen,Passat Variant,2021,80740,200,automatic,diesel,31990
Volkswagen,Golf,2021,0,245,automatic,Hybrid - gasoline,40690
Volkswagen,ID.3,2022,4900,150,automatic,electric,39880
Volkswagen,Golf,2019,52500,116,manual,gasoline,18980
Volkswagen,Golf,2018,29500,230,automatic,gasoline,28930
Volkswagen,T-Roc,2021,8504,150,automatic,gasoline,29611
Volkswagen,T6 California,2021,0,150,automatic,diesel,96717
Volkswagen,Golf,2019,50389,150,automatic,gasoline,22760
Volkswagen,T6 California,2019,0,204,automatic,diesel,119999
Volkswagen,Caddy,2019,15,114,automatic,gasoline,39390
Volkswagen,Polo,2020,35740,200,automatic,gasoline,22930
Volkswagen,California,2021,6916,177,automatic,diesel,85490
Volkswagen,Golf Sportsvan,2019,78223,150,automatic,diesel,22990
Volkswagen,Polo,2022,11962,95,automatic,gasoline,23480
Volkswagen,Golf,2021,19445,245,automatic,gasoline,34730
Volkswagen,Golf,2020,16709,136,automatic,electric,28690
Volkswagen,Golf,2020,8690,245,automatic,gasoline,35380
Volkswagen,Polo,2020,0,95,manual,gasoline,25200
Volkswagen,Golf,2022,10,131,manual,gasoline,25588
Volkswagen,Caddy,2022,15,114,automatic,gasoline,51790
Volkswagen,Golf Variant,2020,7708,150,automatic,gasoline,27720
Volkswagen,Tiguan,2021,11200,200,automatic,diesel,49999
Volkswagen,Touareg,2019,42773,231,automatic,diesel,69190
Volkswagen,T-Cross,2022,6900,150,automatic,gasoline,27890
Volkswagen,Tiguan,2019,16233,190,automatic,gasoline,39900
Volkswagen,Tiguan,2021,10746,150,automatic,gasoline,37848
Volkswagen,Arteon,2020,25035,190,automatic,gasoline,31440
Volkswagen,T6 Kombi,2019,102765,150,manual,diesel,29980
Volkswagen,Touran,2018,48004,116,automatic,diesel,27950
Volkswagen,T-Roc Cabriolet,2022,9999,150,automatic,gasoline,40880
Volkswagen,Tiguan,2019,26376,150,automatic,gasoline,29180
Volkswagen,Amarok,2021,31700,258,automatic,diesel,59450
Volkswagen,ID.4,2021,1490,148,automatic,electric,41990
Volkswagen,ID.4,2021,14925,299,automatic,electric,66900
Volkswagen,Tiguan,2020,20175,150,automatic,gasoline,30980
Volkswagen,T-Cross,2022,10000,95,manual,gasoline,24490
Volkswagen,T-Roc,2021,14500,150,manual,gasoline,26880
Volkswagen,Caddy,2021,0,102,manual,diesel,30990
Volkswagen,Golf Variant,2021,16250,131,manual,gasoline,26980
Volkswagen,Golf,2017,119950,150,manual,diesel,18450
Volkswagen,Tiguan,2019,47876,150,automatic,diesel,29523
Volkswagen,Golf Variant,2020,33990,150,manual,diesel,30480
Volkswagen,Touareg,2020,0,231,automatic,diesel,69970
Volkswagen,Polo,2017,81950,75,manual,gasoline,10610
Volkswagen,T-Roc,2017,0,150,automatic,gasoline,43790
Volkswagen,T-Cross,2020,9490,95,automatic,diesel,27490
Volkswagen,Tiguan,2022,3000,200,automatic,diesel,57379
Volkswagen,up,2019,73131,60,manual,gasoline,10885
Volkswagen,Caddy,2020,20289,102,manual,gasoline,21850
Volkswagen,ID.3,2020,19285,204,automatic,electric,42777
Volkswagen,T-Roc,2021,33880,116,manual,diesel,28490
Volkswagen,Polo,2019,54362,95,manual,diesel,17640
Volkswagen,Passat Variant,2022,26172,150,automatic,diesel,39950
Volkswagen,T-Roc,2020,13600,116,manual,diesel,26380
Volkswagen,Tiguan,2021,10706,245,automatic,gasoline,45770
Volkswagen,T-Roc,2021,6820,150,automatic,diesel,34991
Volkswagen,T-Cross,2021,20300,110,manual,gasoline,23950
Volkswagen,Golf,2021,19290,245,automatic,gasoline,36985
Volkswagen,T-Roc,2021,17615,150,manual,gasoline,25424
Volkswagen,Arteon,2022,25476,150,automatic,diesel,38491
Volkswagen,Tiguan,2022,6254,150,automatic,diesel,46630
Volkswagen,T-Roc,2021,16350,300,automatic,gasoline,40447
Volkswagen,Tiguan,2020,14269,230,automatic,gasoline,38850
Volkswagen,Polo,2020,0,207,automatic,gasoline,37376
Volkswagen,Golf,2019,32867,300,automatic,gasoline,35750
Volkswagen,Arteon,2019,0,190,automatic,gasoline,54880
Volkswagen,up,2021,16500,65,manual,gasoline,14930
Volkswagen,Tiguan,2021,15,245,automatic,Hybrid - gasoline,59958
Volkswagen,Arteon,2022,4772,200,automatic,diesel,64790
Volkswagen,Golf,2021,17182,245,automatic,gasoline,39020
Volkswagen,Caddy,2022,0,102,manual,diesel,31980
Volkswagen,Golf,2021,14221,150,automatic,diesel,28895
Volkswagen,Tiguan,2021,31110,150,automatic,diesel,34990
Volkswagen,Golf,2022,5161,190,automatic,gasoline,36520
Volkswagen,Golf,2022,5161,190,automatic,gasoline,35920
Volkswagen,Crafter,2022,10,140,manual,diesel,42988
Volkswagen,T6 Multivan,2022,28653,150,automatic,diesel,58970
Volkswagen,T-Cross,2022,0,110,manual,gasoline,30279
Volkswagen,Golf,2020,25780,116,manual,diesel,19260
Volkswagen,Golf Variant,2020,63104,300,automatic,gasoline,29950
Volkswagen,Touran,2017,99250,150,automatic,gasoline,23690
Volkswagen,Golf,2022,7235,110,automatic,gasoline,34907
Volkswagen,T-Roc Cabriolet,2022,0,150,automatic,gasoline,43380
Volkswagen,T6,2018,60000,150,automatic,diesel,39984
Volkswagen,Golf,2020,4200,136,automatic,electric,28430
Volkswagen,Sharan,2020,23510,150,automatic,diesel,37795
Volkswagen,Tiguan,2021,15300,122,manual,diesel,33990
Volkswagen,Polo,2022,15805,95,manual,gasoline,22090
Volkswagen,Golf,2021,8813,245,automatic,gasoline,37950
Volkswagen,Tiguan,2022,10000,200,automatic,diesel,42350
Volkswagen,Golf,2022,0,150,automatic,gasoline,48200
Volkswagen,Tiguan,2022,0,150,manual,diesel,35790
Volkswagen,Passat Variant,2020,7148,120,automatic,diesel,26800
Volkswagen,T-Roc,2022,6066,150,automatic,diesel,33730
Volkswagen,Tiguan,2020,35069,190,automatic,diesel,35980
Volkswagen,Golf,2019,40559,131,automatic,gasoline,21950
Volkswagen,Polo,2022,100,95,manual,gasoline,22990
Volkswagen,Passat Variant,2022,26818,150,automatic,gasoline,35990
Volkswagen,T6 Multivan,2021,22257,204,automatic,diesel,72860
Volkswagen,Caddy,2018,38355,84,manual,gasoline,20000
Volkswagen,Caddy,2020,19300,102,manual,diesel,27810
Volkswagen,Golf,2022,9296,90,manual,gasoline,20860
Volkswagen,Caddy,2022,10,122,manual,diesel,31840
Volkswagen,Caddy,2018,50500,125,automatic,gasoline,22490
Volkswagen,Tiguan,2021,15783,150,automatic,diesel,39930
Volkswagen,T-Roc,2019,46945,116,manual,gasoline,19790
Volkswagen,Golf,2022,6607,116,automatic,diesel,29320
Volkswagen,Golf,2021,17400,116,manual,diesel,23820
Volkswagen,Tiguan,2020,12677,230,automatic,gasoline,41290
Volkswagen,Taigo,2022,4000,110,automatic,gasoline,29990
Volkswagen,Golf,2022,24234,150,automatic,diesel,27380
Volkswagen,T-Roc Cabriolet,2020,19200,150,automatic,gasoline,34140
Volkswagen,Golf,2018,45165,245,automatic,gasoline,26430
Volkswagen,Golf,2017,99250,150,manual,gasoline,16938
Volkswagen,T6,2022,10,110,manual,diesel,36790
Volkswagen,Touareg,2019,60460,286,automatic,diesel,54900
Volkswagen,Polo,2019,37400,65,manual,gasoline,15175
Volkswagen,T6 Caravelle,2021,29250,150,automatic,diesel,46930
Volkswagen,Touran,2022,100,150,automatic,gasoline,44990
Volkswagen,T6 Kombi,2021,21600,150,automatic,diesel,45880
Volkswagen,Tiguan,2019,49057,150,automatic,diesel,34320
Volkswagen,Polo,2019,62847,80,manual,gasoline,12990
Volkswagen,T6,2019,0,110,manual,diesel,43690
Volkswagen,Golf,2021,5001,110,manual,gasoline,24580
Volkswagen,Golf Variant,2022,18110,116,automatic,diesel,28950
Volkswagen,T7 Multivan,2021,18888,150,automatic,gasoline,73480
Volkswagen,Taigo,2022,4900,150,automatic,gasoline,34990
Volkswagen,T-Roc,2022,5000,190,automatic,gasoline,39390
Volkswagen,T-Roc,2021,12973,150,manual,gasoline,28950
Volkswagen,T6,2018,71200,204,automatic,diesel,52930
Volkswagen,Polo,2018,44040,95,manual,gasoline,17690
Volkswagen,Polo,2018,40220,95,automatic,gasoline,16490
Volkswagen,Polo,2019,50145,95,automatic,diesel,17750
Volkswagen,Golf Variant,2019,102919,116,manual,diesel,15777
Volkswagen,T-Roc,2022,6000,150,automatic,gasoline,35980
Volkswagen,Tiguan,2020,43860,239,automatic,diesel,41460
Volkswagen,T-Cross,2020,0,110,manual,gasoline,31660
Volkswagen,Golf,2020,50,190,automatic,gasoline,46757
Volkswagen,Tiguan,2022,6500,150,automatic,diesel,41980
Volkswagen,Tiguan,2018,77635,190,automatic,diesel,32370
Volkswagen,Golf,2021,3329,204,automatic,Hybrid - gasoline,40634
Volkswagen,Polo,2019,60400,80,manual,gasoline,14980
Volkswagen,T-Roc,2021,11634,150,automatic,diesel,41990
Volkswagen,Golf Variant,2021,0,131,automatic,gasoline,35280
Volkswagen,T-Cross,2021,0,110,manual,gasoline,30475
Volkswagen,Polo,2021,20,95,automatic,gasoline,21150
